,isbn,user_link,ranking,review
228,014313342X,http://goodreads.com/user/show/76567052-georgia,4,"""We can feel calm in a world of fear. We can cultivate a world inside us, one that lives and grows, and gets us through."" "
229,014313342X,http://goodreads.com/user/show/16997775-siobhan,3,"Notes on a Nervous Planet is Matt Haig's somewhat sequel to Reasons To Stay Alive, in which he looks at the pace and panic of today's world and considers it through the lens of his own mental health issues, particularly anxiety. The style is very similar to the earlier book: short chapters with lots of lists and short sentences, emphasising his own suggestions and advice.The book has plenty of interesting thoughts and things to consider, particularly around technology and around how mental health issues that cause people to act in less societally acceptable ways aren't having the stigma removed in the same way that other issues might be. The way Haig darts through his content feels pretty similar to the issues of the pace of the modern world that he highlights and questions the positivity of, whether or not this is intentional, and there's not much chance for reflection. A lot of his lists of advice and suggestions will be helpful to some people, and completely irrelevant to others even with similar issues; this is perhaps the nature of books dealing with mental health in general, as everyone is different.The experience of reading Notes on a Nervous Planet is a bit like reading a series of internet thinkpieces and Twitter threads, for better or for worse. It will undoubtedly be, like Haig's previous book on mental health, a lifeline for some people, but others may find it annoying and not actually saying anything new. If you enjoyed or needed Reasons To Stay Alive, it is worth reading this one to see what you think."
230,014313342X,http://goodreads.com/user/show/12228441-zain,5,"In my loneliest of times, Matt Haig felt like my wise best friend that is talking me out of the mess that is currently my head. I don’t think I have ever highlighted parts of what I found interesting in a book more than I did for this one. I enjoyed it very much, and I was taking my own sweet time reading as I really did not want it to end.Here are some of my favorite parts:“There is no panacea or utopia, there is just love and kindness and trying, amid the chaos, to make things better where we can. And to keep our minds wide, wide open in a world that often wants to close them.”“The cure to misery was to ‘decorate one’s inner house to richly that one is content there, glad to welcome anyone who wants to come and stay, but happy all the same when one is inevitably alone‘.”“Anxiety is often a trigger for consumption.”“Declutter your mind. Panic is the product of overload.”“When normality becomes madness, the only way to find sanity is by daring to be different. Or daring to be the you that exists beyond all the physical clutter and mind debris of modern existence.”“Reading isn’t important because it helps to get you a job. It’s important because it gives you room to exist beyond the reality you’re given. It is how humans merge. How minds connect. Dreams. Empathy. Understanding. Escape.” This is not the end of me and Mr. Haig. I literally can not wait to read the rest of his books!"
231,014313342X,http://goodreads.com/user/show/57432835-mila,4,"4,5 stars I really enjoyed this book about anxiety in the modern world and the writing made it feel intimate and raw. It got a bit repetitive towards the end and I didn't agree with some of the ideas but it was still great."
232,014313342X,http://goodreads.com/user/show/11431921-carol---reading-writing-and-riesling,4,"My View:This is a very raw, honest and insightful book and I commend the writer and the publishers for continuing to print narratives that open up discussions regarding mental health. Haig has successfully distilled the source of a widespread epidemic of stress and nervousness; you may not have thought about it before(Or maybe you have) how the constant barrage of information and misinformation affects our thinking and increases nervous tension. I will put up my hand and admit that I have been seriously influenced by the information/news of the world that has appeared and made itself so personal in my social media feeds.Perhaps it is timely that I address this review today, September 11, an anniversary that will affect most people on this planet. Perhaps this is the first “major event” that sent waves of nervous energy around the globe? We (Australia) woke to an atrocity that became very personal; live streaming, “on the ground reporting”, fear and anxiety, despair and grief stared us in the eyes and we responded to a tragedy that felt personal to us. And while we had a right to know about this shocking event, did we need to be so “involved” in someone else’s grief? It is a complex situation but I can’t help but feel, like Matt Haig, that we are creating/being exposed to /manipulated into being a very nervous planet; too much information or mis information is almost as bad as too little in these sorts of circumstances. Empathy is one thing…but we do not need to take on board someone else’s grief, fear, anger. You can listen, understand, sympathise with the problems around you but you do not need to “experience” the negative vibes yourself. A little distance can be good for the collective mental health of the globe.Do as Matt Haig suggests, take a moment, breathe deep, walk in the sun, walk in nature…switch off the phone, the laptop for a while…accept that technology and social media is a part of our life but not the only part. Engage with the real world more often, the benefits will be life changing. "
233,014313342X,http://goodreads.com/user/show/1740824-jo,5,"Haig imagines the world as a nervous system and looks at all the ways humans interfere with the planet and make humanity anxious. This is also an honest admission of Haig's own struggles with mental health issues. The world needs more people like Haig - to help us all come to terms with our own feelings and to understanding what others are going through. As always, another must-read from a wonderful author."
234,014313342X,http://goodreads.com/user/show/2262926-maria,5,"""We should remember the song of being human. To think of the air when we feel stuck underwater. To find some calm amid an age of saturated marketing and breaking news and the million daily jolts of the internet. To be unafraid of being afraid. To be our own brilliant, true, beautiful, fragile, flawed, imperfect, animal, ageing, wonderful selves, trapped in a time and space, made free by our ability to stop, at any moment, and find something - a song, a sunbeam, a conversation, a piece of pretty graffiti - and feel the sheer improbable wonder of being alive.""Notes on a Nervous Planet by Matt Haig is grounding and liberating. I feel like I can breathe again."
235,014313342X,http://goodreads.com/user/show/68748977-rowan-elkasas,4,"I love how the book took stress real serious and showed how it changes a human behaviour. Moreover how social media changed the world and made the world exposed to more stress.To add more the book talked about how humans are affected with technology.This book has a variety of the topics ,It helps you to accept the world as it is.without being that nervous or stressed out .Really helpful book .But if these topics were more detailed the book was going to be more interesting in my opinion."
236,014313342X,http://goodreads.com/user/show/33214620-oscar,5,Matt Haig is bloody wonderful. He just gets it. 
237,014313342X,http://goodreads.com/user/show/8686546-feyzan---the-raven-boy,5,Just what I needed to elevate my mood and get out of my sever anxiety.
238,014313342X,http://goodreads.com/user/show/34443678-maria-roxana,3,"”The paradox of modern life is this: we have never been more connected, and we have never been more alone.” "
239,014313342X,http://goodreads.com/user/show/25264586-thebooktrail,4,"How do you slow the world down if even only for a minute? We all feel like this at times, I know I do, and this book spells it out for you and makes you think. The world is so busy at the moment, the news and social media can be overwhelming and this books helps you to see it, think about it and think about how you are going to deal with it. Coming from Matt Haig and having just read Reasons to Stay Alive, this is a great book to go with that. I bought this for myself having been gifted Reasons to Stay Alive and I'm so pleased I did.This book will speak to many who haven't even realised this need it."
240,014313342X,http://goodreads.com/user/show/31111712-jo,5,"This book is raw and real. Highly recommend to anyone struggling with anxiety and mental illness- it is a read that will show you that you are not alone. Also highly recommend to those not struggling with mental illness but are simply broad-minded enough to want to understand those who do.Matt Haig writes of our nervous planet. Nervous, yes, but also ""[a] planet where we can breathe and live and fall in love and eat peanut butter on toast and say hello to dogs and dance to music and read Bonjour Tristesse and binge-watch TV dramas and notice the sunlight accentuated by hard shadow on a building and feel the wind and the rain on our tender skin and look after each other and lose ourselves in daydreams and night dreams and dissolve into the sweet mystery of ourselves.""The short, quick chapters are somehow always on point. I am so grateful to have serendipitously won the giveaway for the book exactly when I needed it the most. Oh, and I love the book cover."
241,014313342X,http://goodreads.com/user/show/5595096-sara,5,"مراجعة الكتاب على اليوتيوب: https://youtu.be/_ypxarVvahsIt's a great book!It's not like ordinary self-help books, it actually helps you understand what this era is causing us to feel like. The overload of everything, news, music, films, and books.This book focuses mainly on social media effects on us. It helped me to cool down and regulate my social media conflicts. I am also trying to accomplish more of what he said.Although I am sure not all anxieties are triggered by mobile phones, I just hoped he would elaborate more on that. However, this book was really helpful and I liked it a lot.It's a must read and I highly recommend it."
242,014313342X,http://goodreads.com/user/show/23395915-tim-rideout,5,"‘Kindness spring-cleans the soul.’Reading ‘Notes on a Nervous Planet’ is like being given a new pair of spectacles. It makes everything clearer.Matt Haig writes with humility, wisdom, clarity, honesty, humour and kindness about his own mental illness and efforts to improve his mental health. In doing so he is a source of great help to others. I read this book quickly - it will stay with me for a very long time.Yet another remarkable book from Matt."
243,014313342X,http://goodreads.com/user/show/17465866-anni,4,"""Distracted from distraction by distraction"" (T.S. Eliot' - The Four Quartets)If you feel like shouting “Stop the world, I want to get off!"" on a daily basis, then this is the book for you. Following on from his bestselling “Reasons to stay Alive”, Matt Haig here explores whether it is possible to stay sane in a mad world, offering useful suggestions for coping with our addiction to modern technology along with its attendant information overload. (The suggestion I find most useful is the one about getting upset over distressing news programs: i.e. SWITCH IT OFF! and don't feel guilty about it).Haig is never preachy and includes many examples of his own (considerable) neurotic behaviour in demonstration of the widespread occurrence of anxiety and depression amongst humans. However, I did get the feeling that the cataloguing of reasons to be worried might well have the adverse effect of making the reader even more disturbed - discovering how much more there is to worry about than they thought!"
244,014313342X,http://goodreads.com/user/show/47188780-kathleen,3,"Haig does an excellent job of identifying sources of our anxiety—whether it is the cacophony of mass media, our fast-paced modern life, or simply the unreasonably expectations we place on ourselves. Haig suggests that we stop worrying about everything that did happen or could happen, and live in the moment. Enjoy the day with a walk out-of-doors, get plenty of sleep and CHILL. Clearly sound advice."
245,014313342X,http://goodreads.com/user/show/27137459-ashma,3,"I agree with what he has to say but it kinda gets preachy at times and annoyingly repetitive. Nevertheless, this guy writes his suffering out!"
246,014313342X,http://goodreads.com/user/show/11951948-paul,4,"The modern world is fast and relentless, our connection to the internet that means we have a never-ending stream of notifications, jobs that come with a phone and almost permanent on call. Our nerves are jangled constantly. It feel like you are in a race that you can never win and standing still doesn't feel like an option. Yet in the world of 24 / 7 connections to family, friends and strangers around the world, people have never been more alone.In this modern world, can we stay sane?This is the follow up to his successful and what I consider now an essential book, Reasons to Stay Alive. I that he told us of his journey back from staring into the abyss. In this, he lays out the problems of the modern world that have been caused by the internet as well as the positive benefits that it has brought. He makes it very personal, telling us of the issues that he has had with obsessions with Facebook, Twitter and the slightly unreal world of Instagram and how it has affected his mental health.Reading isn’t important because it helps to get you a job. It’s important because it gives you room to exist beyond the reality you’re given. It is how humans merge. How minds connect. Dreams. Empathy. Understanding. Escape.Like his previous book, there are anecdotes, his thoughts on the world we are living in. Woven into this is his own personal story about how his depression and anxiety has ebbed and flowed, often caused by spending way too long on the internet. Listening to the echo chamber is not good for your health, especially in this political climate, and this book is full of practical suggestions on how to cope with the relentlessness of it all, when and how to engage for an affirmative experience and when to turn the computer off, set the phone aside and go and do something else. Probably essential reading for teenagers."
247,014313342X,http://goodreads.com/user/show/16000959-heather,3,"The world is a nervous system. Everything is connected and it's difficult to switch off, even for your own sake. Notes on a Nervous Planet makes you stop, think, consider your own interactions with the world around you and how it seeps into your life. Most of all it makes you hope it's possible to truly disconnect, whatever that means for the individual, and find your own sense of calm to catch your breath amidst the noise of the bustling world around us. A hopeful book."
248,014313342X,http://goodreads.com/user/show/100264072-swaroop-kanti,4,"
How can we live in a mad world without ourselves going mad? 
Matt Haig`s Notes on a Nervous Planet is all about providing to us, some sensible and practical solutions to the above complicated question.""We are humans. Let's not be ashamed to look like them.""This concisely well-written book is must-read for all humans who have a brain and a mind. Libraries aren't just about books. They are one of the few public spaces we have left which don't like our wallets more than us.The importance of the reading habit is so very well described in this book. Books truly help us to remain sane and think right. So, when depression slugs over me I close my eyes and enter the bank of good days and think of sunshine and laughter and turtles. And I try to remember how possible the impossible can sometimes be.Matt Haig provides us few key and useful guidelines. It is important for all of us to understand and realize that mental and emotional illness is like any other illness, like diabetes or cancer. It need not be a shame or a secret. There is no need to feel guilty. Mental illness is not a weakness or a flaw. The pain of this illness is as and more painful than other illnesses.It's all about being in the present moment! ****Why do humans worry so much about a stranger's opinion?Allow yourself just to be as you are.â€œBe a map with 10,000 roads. Be the orange at sunset that outclasses the pink of sunrise. Be the self that dares to be true.You can feel as removed from yourself as a packet of toilet roll is removed from a tree."
249,014313342X,http://goodreads.com/user/show/19892876-katie-g,4,"
“Maybe the point of life is to give up certainty and to embrace life’s beautiful uncertainty”
4.5 nervous stars!I’d heard a lot about Matt Haig’s short book on anxiety; from other reviewers on Goodreads and one of my work colleagues. I was craving something non-fiction and kept seeing it in the supermarket so decided to give it a try.I’ve experienced my fair share of anxiety in the past and have developed my own coping strategies. I picked this book up not knowing quite what to expect. It’s a candid look at Matt’s own struggles but more importantly, this book encourages to consider the kind of toxic life we lead in modern day society.Everything is engineered to encourage us to be consumers. The problem with being a consumer is that insatiable desire to want more. This is a hotbed for anxiety. Matt Haig refers to various recent studies to back up his words and provides helpful hints for how to switch off in a nervous world.I feel that this is a book worth reading again at some point and I would like my partner to read it too. Whether he does or not is another thing entirely as he rarely reads but never mind.I’d say this book is for everyone. Not simply for those who are actively nervous. In fact I’d say that those who aren’t nervous could get just as much out of it as it really helps you to question the way we unthinkingly live our lives."
250,014313342X,http://goodreads.com/user/show/63342592-izzie,5,"I've suffered with anxiety for... Most of my life, now that I think about it, but I didn't seek help until I was 19 and forced to drop out of uni because both my physical and mental health had sort of imploded. I'm much better now, two and a half years later, and back at uni, but sometimes I do still find it hard to switch-off and disconnect from the constant barrage of shit in the news and the world in general.This was an excellent book, written as a series of notes that go on to form several narratives about combatting anxiety, as well as Matt Haig's personal experiences. Most of it I already knew, but the reminders to take a step back from technology is always an important reminder. If you suffer with anxiety then this is an excellent read. And even if you don't there is much to be gained."
251,014313342X,http://goodreads.com/user/show/7141451-marjolein,5,"Honestly. I don't know what else to say except: go read this as soon as possible. Love, love LOVE this book and this author so much. Especially his honesty. It's refreshing and inspiring. Can't recommend his work enough. GO READ THIS."
252,014313342X,http://goodreads.com/user/show/9176531-kristina,5,Amazing!!! 
253,014313342X,http://goodreads.com/user/show/30070506-alisha,5,"The only thing I don't like about this book is that it wasn't around when I was a teenager. Firstly, I just want to say that this book is physically stunning. Beneath the dust jacket, the hardcover is all the colours of the rainbow and it's lovely. I also think the size is great, it's compact and smaller than most of the newer books on my bookcase. I'm also lucky enough to have a signed copy. This is a comforting, reassuring read for the most part, much like The Humans, only this one, of course, is non-fiction. One of the reasons I read books on mental health (and books generally) is that they make me feel a little less alone in the world and as I get older it's becoming more important for me to realise that I'm not the only one. This book certainly succeeded in that, as Haig depicts the lowest moments of his life in a stark manner, but more importantly, each of these moments was followed by a hopeful, uplifting note. Haig is also astute in analysing all of the ways in which modern society contributes to our nervous dispositions. He uses not only well-researched evidence to support his observations, but he also quotes some of the greatest minds in literature, and history more widely, which is something I particularly enjoyed throughout. He also offers his own wisdom on becoming ""a happy mess. Or, at least, a less miserable mess. A mess who can cope."" (p. 176) I think it's useful advice and I'll probably return to it in the future. A lovely read. Wonderfully human."
254,014313342X,http://goodreads.com/user/show/71553003-liz,5,Matt Haig has done it again: written a highly thought-provoking book which has made me want to better myself and enrich my life. I am so glad that I was able to meet him last week and tell him how much his books mean to me because this book perfectly encapsulates why his work is so excellent. 
255,014313342X,http://goodreads.com/user/show/75140425-cait-flanders,0,"""The thing with mental turmoil is that so many things that make you feel better in the short term make you feel worse in the long term. You distract yourself, when what you really need is to *know* yourself."""
256,014313342X,http://goodreads.com/user/show/10622600-filipa,4,"Matt Haig's take on how the modern world is influencing our way of living is absolutely fascinating.There's definitely a lot in here that comes from his own experience with himself and the world but there's so many links you can connect to your own self, it's interesting and terrifying.I can see the toxicity of this Era, I can see that bad parts of technology, of the internet, of the social media and pressure we all live in in this modern world. And I love how eye-opening this book was for me. It's not like I didn't knew half of this was happening, it's not like it was novelty at all. It's more like I would never give it much attention if I haven't read ""Notes on a Nervous Planet"". This book made me immediately more mindful of the things I surround myself with. From now on I'll try and be kinder to me. Beware of the phone, don't look down on a good night's sleep, my job is not the most important thing in the world and I will not put it above my mental and physical health. I will remember to breath, to be outside, to enjoy nature, pet cats and read books."
257,014313342X,http://goodreads.com/user/show/10301421-nigeyb,5,"Matt Haig's novel The Humans was written in response to his depression - he then wrote a more explicit non-fiction book called Reasons to Stay Alive. Notes on a Nervous Planet is the follow up to Reasons to Stay Alive and is another winner.Notes on a Nervous Planet is short, inspiring and interesting. A really worthwhile book which imparts some hard won wisdom and some fascinating research too. I respond to his fundamental hope and optimism.A lot of Matt's solutions to the rising stress and anxiety which afflicts more and more people around the world is around consciously reducing external stimulation - turning off phone alerts; but also walks in the country; going for walks without a phone or other device; exercise; yoga; understanding the nature of tech addiction, the news agenda etc; understanding how the brain works; going to bed early; limiting alcohol/drug intake; seeing friends and family; and so on. I think we all intuitively know this stuff but sometimes it's hard to implement. Notes on a Nervous Planet is a great incentive to take a step back from it all and take stock.Like Matt, I've suffered from panic attacks and anxiety and so am now more tuned in to the triggers, and those lifestyle choices that help to stay calm and grounded versus those that don't, but I never take anything for granted, and I find books like this a really helpful source of advice and inspiration. The book contains many lists, here's one example.... How to exist in the 21st century and not have a panic attack1. Keep an eye on yourself, be your own friend, be your own parent, be kind to yourself, check on what you are doing e.g. do you need that third or fourth glass of wine, that next episode of a TV series if it's after midnight2. Declutter your mind - disconnect, simplify, have a filter etc3. Listen to calm noise - waves, rain, your own breath4. Let it happen - if you do panic let it happen, don't panic about the panic (easier said than done)5. Accept feelings and accept they are just that, feelings6. Don't grab life by the throat. Life should be touched not strangled - Ray Bradbury7. It is okay to release fear - try to accept it as a feeling 8. Be aware of where you are. Are your surrouding over stimulating. Look up. 9. Stretch and exercise - running and yoga really help10. Breathe - deep and pure and smooth. It's how to get back to the centre of yourself.If that kind of deeply personal, but also universal, musing delivered in a warm and somewhat scattershot way is the kind of think you might find interesting or helpful then read this book. 5/5The blurb....The world is messing with our mindsRates of stress and anxiety are rising. A fast, nervous planet is creating fast and nervous lives. We are more connected, yet feel more alone. And we are encouraged to worry about everything from world politics to our body mass index.- How can we stay sane on a planet that makes us mad? - How do we stay human in a technological world?- How do we feel happy when we are encouraged to be anxious?After experiencing years of anxiety and panic attacks, these questions became urgent matters of life and death for Matt Haig. And he began to look for the link between what he felt and the world around him.Notes on a Nervous Planet is a personal and vital look at how to feel happy, human and whole in the 21st century."
258,014313342X,http://goodreads.com/user/show/76567052-georgia,4,"""We can feel calm in a world of fear. We can cultivate a world inside us, one that lives and grows, and gets us through."" "
259,014313342X,http://goodreads.com/user/show/16997775-siobhan,3,"Notes on a Nervous Planet is Matt Haig's somewhat sequel to Reasons To Stay Alive, in which he looks at the pace and panic of today's world and considers it through the lens of his own mental health issues, particularly anxiety. The style is very similar to the earlier book: short chapters with lots of lists and short sentences, emphasising his own suggestions and advice.The book has plenty of interesting thoughts and things to consider, particularly around technology and around how mental health issues that cause people to act in less societally acceptable ways aren't having the stigma removed in the same way that other issues might be. The way Haig darts through his content feels pretty similar to the issues of the pace of the modern world that he highlights and questions the positivity of, whether or not this is intentional, and there's not much chance for reflection. A lot of his lists of advice and suggestions will be helpful to some people, and completely irrelevant to others even with similar issues; this is perhaps the nature of books dealing with mental health in general, as everyone is different.The experience of reading Notes on a Nervous Planet is a bit like reading a series of internet thinkpieces and Twitter threads, for better or for worse. It will undoubtedly be, like Haig's previous book on mental health, a lifeline for some people, but others may find it annoying and not actually saying anything new. If you enjoyed or needed Reasons To Stay Alive, it is worth reading this one to see what you think."
260,014313342X,http://goodreads.com/user/show/12228441-zain,5,"In my loneliest of times, Matt Haig felt like my wise best friend that is talking me out of the mess that is currently my head. I don’t think I have ever highlighted parts of what I found interesting in a book more than I did for this one. I enjoyed it very much, and I was taking my own sweet time reading as I really did not want it to end.Here are some of my favorite parts:“There is no panacea or utopia, there is just love and kindness and trying, amid the chaos, to make things better where we can. And to keep our minds wide, wide open in a world that often wants to close them.”“The cure to misery was to ‘decorate one’s inner house to richly that one is content there, glad to welcome anyone who wants to come and stay, but happy all the same when one is inevitably alone‘.”“Anxiety is often a trigger for consumption.”“Declutter your mind. Panic is the product of overload.”“When normality becomes madness, the only way to find sanity is by daring to be different. Or daring to be the you that exists beyond all the physical clutter and mind debris of modern existence.”“Reading isn’t important because it helps to get you a job. It’s important because it gives you room to exist beyond the reality you’re given. It is how humans merge. How minds connect. Dreams. Empathy. Understanding. Escape.” This is not the end of me and Mr. Haig. I literally can not wait to read the rest of his books!"
261,014313342X,http://goodreads.com/user/show/57432835-mila,4,"4,5 stars I really enjoyed this book about anxiety in the modern world and the writing made it feel intimate and raw. It got a bit repetitive towards the end and I didn't agree with some of the ideas but it was still great."
262,014313342X,http://goodreads.com/user/show/11431921-carol---reading-writing-and-riesling,4,"My View:This is a very raw, honest and insightful book and I commend the writer and the publishers for continuing to print narratives that open up discussions regarding mental health. Haig has successfully distilled the source of a widespread epidemic of stress and nervousness; you may not have thought about it before(Or maybe you have) how the constant barrage of information and misinformation affects our thinking and increases nervous tension. I will put up my hand and admit that I have been seriously influenced by the information/news of the world that has appeared and made itself so personal in my social media feeds.Perhaps it is timely that I address this review today, September 11, an anniversary that will affect most people on this planet. Perhaps this is the first “major event” that sent waves of nervous energy around the globe? We (Australia) woke to an atrocity that became very personal; live streaming, “on the ground reporting”, fear and anxiety, despair and grief stared us in the eyes and we responded to a tragedy that felt personal to us. And while we had a right to know about this shocking event, did we need to be so “involved” in someone else’s grief? It is a complex situation but I can’t help but feel, like Matt Haig, that we are creating/being exposed to /manipulated into being a very nervous planet; too much information or mis information is almost as bad as too little in these sorts of circumstances. Empathy is one thing…but we do not need to take on board someone else’s grief, fear, anger. You can listen, understand, sympathise with the problems around you but you do not need to “experience” the negative vibes yourself. A little distance can be good for the collective mental health of the globe.Do as Matt Haig suggests, take a moment, breathe deep, walk in the sun, walk in nature…switch off the phone, the laptop for a while…accept that technology and social media is a part of our life but not the only part. Engage with the real world more often, the benefits will be life changing. "
263,014313342X,http://goodreads.com/user/show/1740824-jo,5,"Haig imagines the world as a nervous system and looks at all the ways humans interfere with the planet and make humanity anxious. This is also an honest admission of Haig's own struggles with mental health issues. The world needs more people like Haig - to help us all come to terms with our own feelings and to understanding what others are going through. As always, another must-read from a wonderful author."
264,014313342X,http://goodreads.com/user/show/2262926-maria,5,"""We should remember the song of being human. To think of the air when we feel stuck underwater. To find some calm amid an age of saturated marketing and breaking news and the million daily jolts of the internet. To be unafraid of being afraid. To be our own brilliant, true, beautiful, fragile, flawed, imperfect, animal, ageing, wonderful selves, trapped in a time and space, made free by our ability to stop, at any moment, and find something - a song, a sunbeam, a conversation, a piece of pretty graffiti - and feel the sheer improbable wonder of being alive.""Notes on a Nervous Planet by Matt Haig is grounding and liberating. I feel like I can breathe again."
265,014313342X,http://goodreads.com/user/show/68748977-rowan-elkasas,4,"I love how the book took stress real serious and showed how it changes a human behaviour. Moreover how social media changed the world and made the world exposed to more stress.To add more the book talked about how humans are affected with technology.This book has a variety of the topics ,It helps you to accept the world as it is.without being that nervous or stressed out .Really helpful book .But if these topics were more detailed the book was going to be more interesting in my opinion."
266,014313342X,http://goodreads.com/user/show/33214620-oscar,5,Matt Haig is bloody wonderful. He just gets it. 
267,014313342X,http://goodreads.com/user/show/8686546-feyzan---the-raven-boy,5,Just what I needed to elevate my mood and get out of my sever anxiety.
268,014313342X,http://goodreads.com/user/show/34443678-maria-roxana,3,"”The paradox of modern life is this: we have never been more connected, and we have never been more alone.” "
269,014313342X,http://goodreads.com/user/show/25264586-thebooktrail,4,"How do you slow the world down if even only for a minute? We all feel like this at times, I know I do, and this book spells it out for you and makes you think. The world is so busy at the moment, the news and social media can be overwhelming and this books helps you to see it, think about it and think about how you are going to deal with it. Coming from Matt Haig and having just read Reasons to Stay Alive, this is a great book to go with that. I bought this for myself having been gifted Reasons to Stay Alive and I'm so pleased I did.This book will speak to many who haven't even realised this need it."
270,014313342X,http://goodreads.com/user/show/31111712-jo,5,"This book is raw and real. Highly recommend to anyone struggling with anxiety and mental illness- it is a read that will show you that you are not alone. Also highly recommend to those not struggling with mental illness but are simply broad-minded enough to want to understand those who do.Matt Haig writes of our nervous planet. Nervous, yes, but also ""[a] planet where we can breathe and live and fall in love and eat peanut butter on toast and say hello to dogs and dance to music and read Bonjour Tristesse and binge-watch TV dramas and notice the sunlight accentuated by hard shadow on a building and feel the wind and the rain on our tender skin and look after each other and lose ourselves in daydreams and night dreams and dissolve into the sweet mystery of ourselves.""The short, quick chapters are somehow always on point. I am so grateful to have serendipitously won the giveaway for the book exactly when I needed it the most. Oh, and I love the book cover."
271,014313342X,http://goodreads.com/user/show/5595096-sara,5,"مراجعة الكتاب على اليوتيوب: https://youtu.be/_ypxarVvahsIt's a great book!It's not like ordinary self-help books, it actually helps you understand what this era is causing us to feel like. The overload of everything, news, music, films, and books.This book focuses mainly on social media effects on us. It helped me to cool down and regulate my social media conflicts. I am also trying to accomplish more of what he said.Although I am sure not all anxieties are triggered by mobile phones, I just hoped he would elaborate more on that. However, this book was really helpful and I liked it a lot.It's a must read and I highly recommend it."
272,014313342X,http://goodreads.com/user/show/23395915-tim-rideout,5,"‘Kindness spring-cleans the soul.’Reading ‘Notes on a Nervous Planet’ is like being given a new pair of spectacles. It makes everything clearer.Matt Haig writes with humility, wisdom, clarity, honesty, humour and kindness about his own mental illness and efforts to improve his mental health. In doing so he is a source of great help to others. I read this book quickly - it will stay with me for a very long time.Yet another remarkable book from Matt."
273,014313342X,http://goodreads.com/user/show/17465866-anni,4,"""Distracted from distraction by distraction"" (T.S. Eliot' - The Four Quartets)If you feel like shouting “Stop the world, I want to get off!"" on a daily basis, then this is the book for you. Following on from his bestselling “Reasons to stay Alive”, Matt Haig here explores whether it is possible to stay sane in a mad world, offering useful suggestions for coping with our addiction to modern technology along with its attendant information overload. (The suggestion I find most useful is the one about getting upset over distressing news programs: i.e. SWITCH IT OFF! and don't feel guilty about it).Haig is never preachy and includes many examples of his own (considerable) neurotic behaviour in demonstration of the widespread occurrence of anxiety and depression amongst humans. However, I did get the feeling that the cataloguing of reasons to be worried might well have the adverse effect of making the reader even more disturbed - discovering how much more there is to worry about than they thought!"
274,014313342X,http://goodreads.com/user/show/47188780-kathleen,3,"Haig does an excellent job of identifying sources of our anxiety—whether it is the cacophony of mass media, our fast-paced modern life, or simply the unreasonably expectations we place on ourselves. Haig suggests that we stop worrying about everything that did happen or could happen, and live in the moment. Enjoy the day with a walk out-of-doors, get plenty of sleep and CHILL. Clearly sound advice."
275,014313342X,http://goodreads.com/user/show/27137459-ashma,3,"I agree with what he has to say but it kinda gets preachy at times and annoyingly repetitive. Nevertheless, this guy writes his suffering out!"
276,014313342X,http://goodreads.com/user/show/11951948-paul,4,"The modern world is fast and relentless, our connection to the internet that means we have a never-ending stream of notifications, jobs that come with a phone and almost permanent on call. Our nerves are jangled constantly. It feel like you are in a race that you can never win and standing still doesn't feel like an option. Yet in the world of 24 / 7 connections to family, friends and strangers around the world, people have never been more alone.In this modern world, can we stay sane?This is the follow up to his successful and what I consider now an essential book, Reasons to Stay Alive. I that he told us of his journey back from staring into the abyss. In this, he lays out the problems of the modern world that have been caused by the internet as well as the positive benefits that it has brought. He makes it very personal, telling us of the issues that he has had with obsessions with Facebook, Twitter and the slightly unreal world of Instagram and how it has affected his mental health.Reading isn’t important because it helps to get you a job. It’s important because it gives you room to exist beyond the reality you’re given. It is how humans merge. How minds connect. Dreams. Empathy. Understanding. Escape.Like his previous book, there are anecdotes, his thoughts on the world we are living in. Woven into this is his own personal story about how his depression and anxiety has ebbed and flowed, often caused by spending way too long on the internet. Listening to the echo chamber is not good for your health, especially in this political climate, and this book is full of practical suggestions on how to cope with the relentlessness of it all, when and how to engage for an affirmative experience and when to turn the computer off, set the phone aside and go and do something else. Probably essential reading for teenagers."
277,014313342X,http://goodreads.com/user/show/16000959-heather,3,"The world is a nervous system. Everything is connected and it's difficult to switch off, even for your own sake. Notes on a Nervous Planet makes you stop, think, consider your own interactions with the world around you and how it seeps into your life. Most of all it makes you hope it's possible to truly disconnect, whatever that means for the individual, and find your own sense of calm to catch your breath amidst the noise of the bustling world around us. A hopeful book."
